dealer,city,state,bac,model,vin,year,true_age_days,inventory_type,pressure_score
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 3500 HD Chassis Cab,1GB3YSE74RF326843,2024,296,new,38
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 3500 HD Chassis Cab,1GB3YSE78RF325808,2024,296,new,38
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 3500 HD Chassis Cab,1GB4YSEY6RF272071,2024,765,new,38
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Traverse,1GNEVGKS2TJ180487,2026,78,new,23.6
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Traverse,1GNEVGKS0TJ265957,2026,65,new,23.17
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 2500 HD,1GC4KNE75TF231301,2026,10,new,12.33
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 3500 HD Chassis Cab,1GB4YSE7XRF288555,2024,308,new,38
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 3500 HD Chassis Cab,1GB4YSE73RF288252,2024,296,new,38
"TURNER CHEVROLET, INC.",HARRISBURG,PA,113908,Silverado 3500 HD Chassis Cab,1GB4YSE74RF288065,2024,296,new,38
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trax,KL77LGEP4TC125099,2026,14,new,5.97
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trax,KL77LJEP0TC081616,2026,58,new,7.43
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trax,KL77LKEP6TC080847,2026,83,new,8.27
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trax,KL77LKEP9TC124999,2026,27,new,6.4
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trax,KL77LKEP4TC145579,2026,8,new,5.77
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trax,KL77LKEP6TC081657,2026,58,new,7.43
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trailblazer,KL79MRSL3TB165649,2026,38,new,19.27
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trailblazer,KL79MSSL0TB145074,2026,72,new,20.4
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trailblazer,KL79MRSL1TB162989,2026,48,new,19.6
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Bolt,1G1FZ6EV8VF108712,2027,14,new,0.47
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trailblazer,KL79MSSL1TB094149,2026,115,new,21.83
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Trailblazer,KL79MSSL6TB060949,2026,125,new,22.17
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXPEG2TL470043,2026,30,new,11.29
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXPEG5TL290071,2026,79,new,12.92
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXPEG2TL441013,2026,31,new,11.32
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXPEG2TL459804,2026,42,new,11.69
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXPEG1TL490879,2026,8,new,10.55
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXTEG1TL279576,2026,73,new,12.72
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Equinox,3GNAXTEG0TL425434,2026,49,new,11.92
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Colorado,1GCPTCEK6T1201207,2026,38,new,1.27
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Traverse,1GNEVGKS0TJ215494,2026,6,new,0.2
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Colorado,1GCPTDEK0T1222592,2026,6,new,0.2
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,1GCUKAEDXTZ322674,2026,21,new,9.43
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,1GCUKAED0TZ328810,2026,14,new,9.19
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,1GCRKKEK4TZ262269,2026,69,new,11.03
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Express Cargo,1GCWGAFP6S1254504,2025,182,new,26
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,2GCUKDED0T1190504,2026,6,new,8.93
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,2GCUKDED8T1190475,2026,6,new,8.93
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,1GCPKKEK4TZ316712,2026,24,new,9.53
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,1GCPKDEK4TZ353612,2026,8,new,8.99
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Express Cargo,1GCWGAF72S1276502,2025,105,new,24.5
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 3500 HD Chassis Cab,1GB3KSE75TF270050,2026,12,new,0.4
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,2GCUKDED0T1164470,2026,62,new,10.79
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,1GCUKDED3TZ277644,2026,23,new,9.49
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,3GCUKDED7TG344553,2026,12,new,9.13
RICK WEAVER CHEVROLET,EDINBORO,PA,330266,Silverado 1500,2GCUKEED2T1186945,2026,8,new,8.99
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
SUNRISE CHEVROLET,Queens,NY,317785,MDX,5J8YE1H02PL002096,2023,0,new,0
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEP1TC090124,2026,45,new,10
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEP8TC090136,2026,45,new,10
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LGEP0TC090903,2026,48,new,10.1
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEP2TC117363,2026,20,new,9.17
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LKEP1TC057153,2026,90,new,11.5
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEP5TC130060,2026,8,new,8.77
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEP6TC130083,2026,8,new,8.77
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEPXTC129812,2026,8,new,8.77
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LJEP5TC083720,2026,78,new,11.1
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LHEP9TC020824,2026,29,new,9.47
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MPSL7SB179685,2025,329,new,26.82
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LKEPXTC116328,2026,20,new,9.17
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MPSP1TB165687,2026,20,new,22.48
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trax,KL77LKEP7TC128193,2026,16,new,9.03
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MNSL0TB179243,2026,1,new,21.85
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MRSL7TB159367,2026,23,new,22.58
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXHEG1TL421177,2026,61,new,56.03
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MRSL2TB129533,2026,65,new,23.98
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXHEG8TL141546,2026,316,new,59
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MUSL2TB030021,2026,265,new,26.82
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MRSL2TB164699,2026,23,new,22.58
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MRSL6TB101296,2026,92,new,24.88
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEG5TL329645,2026,162,new,59
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXHEG4TL400906,2026,84,new,56.8
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MSSLXSB110718,2025,485,new,26.82
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MUSL0TB127685,2026,20,new,22.48
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXHEG3TL398887,2026,84,new,56.8
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEG5TL342184,2026,146,new,58.87
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEGXTL349843,2026,135,new,58.5
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEG5TL385276,2026,114,new,57.8
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEG4TL382417,2026,92,new,57.07
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEG5TL389392,2026,92,new,57.07
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEGXTL395088,2026,84,new,56.8
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEGXSL155702,2025,568,new,59
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Trailblazer,KL79MRSL4TB162923,2026,23,new,22.58
"JOHN D. SAUDER AUTO COMPANY, INC",EPHRATA,PA,184235,Equinox,3GNAXPEG9TL326764,2026,90,new,57
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Trax,KL77LHEP5TC050287,2026,83,new,16.27
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Trax,KL77LJEP4TC040339,2026,55,new,15.33
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Trax,KL77LHEP3TC135595,2026,3,new,13.6
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Trax,KL77LJEP5TC019693,2026,184,new,18.5
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Equinox,3GNAXPEG5TL423511,2026,41,new,1.37
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Equinox,3GNAXPEGXTL409426,2026,41,new,1.37
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,3GCNAAED6TG164986,2026,164,new,23
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,3GCNAAED7TG164981,2026,164,new,23
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,3GCNAAEDXTG164991,2026,164,new,23
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Equinox,3GNAXTEG1TL424115,2026,41,new,1.37
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Colorado,1GCPTBEK2T1150184,2026,169,new,11
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Equinox,3GNAXTEG1TL439875,2026,16,new,0.53
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF7XS1280698,2025,106,new,39.53
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF74S1280647,2025,106,new,39.53
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF71S1280640,2025,104,new,39.47
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF7XS1280636,2025,104,new,39.47
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF78S1274169,2025,162,new,41
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF73S1274161,2025,150,new,41
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Express Cargo,1GCWGAF7XS1274173,2025,150,new,41
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Traverse,1GNEVGKS7TJ217503,2026,153,new,23
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Colorado,1GCPTEEK5T1221847,2026,1,new,6.03
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Colorado,1GCPTCEK0T1227043,2026,15,new,6.5
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Colorado,1GCPTEEK9T1194152,2026,42,new,7.4
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,1GCPKKEK6TZ263446,2026,47,new,19.57
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,3GCPKKEKXTG288012,2026,20,new,18.67
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Colorado,1GCPTFEK1T1219471,2026,16,new,6.53
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,2GCUKEED7T1155173,2026,28,new,18.93
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,3GCPKFEK1TG233049,2026,28,new,18.93
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,1GCUKJED7TZ291836,2026,51,new,19.7
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 2500 HD,2GC4KNE73T1156539,2026,28,new,0.93
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,3GCUKHEL3TG283782,2026,41,new,19.37
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Silverado 1500,1GCUKJEL3TZ254659,2026,104,new,21.47
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Suburban,1GNS6FRD4SR413822,2025,245,new,23
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Tahoe,1GNS6TKL4TR315214,2026,22,new,0.73
WOW WOODBURY CHEVROLET,WOODBURY,CT,311956,Corvette Z06,1G1YE3D38T5604079,2026,68,new,20.27
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,2GCUKEEDXT1112107,2026,201,new,31.18
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCPKCEK9TG119668,2026,201,new,31.18
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Trax,KL77LJEP5TC023064,2026,199,new,23
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCPKCEK7TG136033,2026,191,new,31.18
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,1GCPKDEK6TZ193877,2026,184,new,31.18
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCPKCEK4TG160225,2026,146,new,31.05
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCPKCEK4TG157602,2026,138,new,30.78
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCUKHEL3TG218639,2026,56,new,28.05
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCUKHEL5TG222448,2026,56,new,28.05
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,3GCUKHELXTG219562,2026,56,new,28.05
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,2GCUKEED2T1174178,2026,44,new,27.65
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Corvette Stingray,1G1YA2D49T5111834,2026,24,new,0.8
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 1500,2GCUKGED7T1159901,2026,10,new,26.52
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Trailblazer,KL79MRSLXTB149254,2026,10,new,0.33
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Silverado 2500 HD,1GC4KME76TF274331,2026,7,new,0.23
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Blazer,3GNKBHR48SS108697,2025,594,new,23
DEAN CARTER CHEVROLET,BRODHEADSVILLE,PA,329971,Colorado,1GCPTCEK0R1281970,2024,553,new,23
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP6TC077577,2026,76,new,29.53
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP9TC139263,2026,3,new,27.1
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP8TC068962,2026,86,new,29.87
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP6TC113994,2026,36,new,28.2
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP8TC077662,2026,76,new,29.53
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP8TC114032,2026,36,new,28.2
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP3TC144054,2026,3,new,27.1
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP2TC068939,2026,97,new,30.23
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEP5TC068501,2026,97,new,30.23
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Trax,KL77LHEPXTC067361,2026,76,new,29.53
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG1TL362499,2026,90,new,36.75
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG5TL451072,2026,48,new,35.35
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG8TL451454,2026,21,new,34.45
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG6TL449427,2026,13,new,34.18
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG6TL450397,2026,13,new,34.18
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXPEGXTL452132,2026,49,new,35.38
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXPEG0TL439888,2026,9,new,34.05
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG8TL403775,2026,72,new,36.15
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG2TL403061,2026,71,new,36.12
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG3TL402114,2026,71,new,36.12
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXHEG2TL390053,2026,71,new,36.12
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox EV,3GN7DMRP1TS133283,2026,155,new,29
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXLEG8TL263195,2026,216,new,38.75
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXPEG3TL387012,2026,83,new,36.52
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXPEG0TL449210,2026,7,new,33.98
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXPEG2TL452125,2026,7,new,33.98
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox EV,3GN7DNRP8TS132010,2026,157,new,29
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXPEG0TL448476,2026,24,new,34.55
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox EV,3GN7DNRP8TS132007,2026,157,new,29
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXTEG6TL406516,2026,65,new,35.92
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXTEG7TL444692,2026,3,new,33.85
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Blazer,3GNKBHR48TS125520,2026,149,new,22.97
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXSEG3TL422652,2026,30,new,34.75
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Equinox,3GNAXSEG2TL400934,2026,72,new,36.15
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Colorado,1GCPSCEK3T1158920,2026,149,new,22.97
"SPURR CHEVROLET, GMC LLC",Brockport,NY,311963,Traverse,1GNERGKS0TJ180539,2026,189,new,23
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Trax,KL77LHEP3TC115766,2026,20,new,0.67
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Trailblazer,KL79MRSL5TB185451,2026,2,new,0.07
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Trailblazer,KL79MRSL8TB181832,2026,2,new,0.07
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Trailblazer,KL79MRSL9TB157586,2026,29,new,0.97
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox,3GNAXPEG1TL453010,2026,2,new,0.07
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox,3GNAXPEG4TL452062,2026,16,new,0.53
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox,3GNAXPEG8TL457183,2026,11,new,0.37
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox,3GNAXPEG4TL455835,2026,11,new,0.37
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox,3GNAXPEG2TL470317,2026,-3,new,-0.1
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox EV,3GN7DNRR5TS120639,2026,172,new,23
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Colorado,1GCPTBEK7T1196254,2026,44,new,1.47
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Equinox,3GNAXTEG2TL421868,2026,42,new,1.4
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 1500,3GCNKAED7TG238929,2026,87,new,26.9
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Express Cutaway 3500,1GB3GSC76S1229863,2025,15,new,0.5
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Express Cargo,1GCWGAFP2T1212042,2026,21,new,0.7
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Express Cargo,1GCWGAFP5T1177724,2026,13,new,0.43
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Colorado,1GCPTDEKXT1216251,2026,20,new,0.67
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 1500,3GCPKCEK2SG372040,2025,294,new,29
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 3500 HD,1GB3KSE73TF210400,2026,63,new,8.85
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 3500 HD Chassis Cab,1GB3KSE76TF268680,2026,-8,new,10.23
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Traverse,1GNEVJKS5TJ291239,2026,42,new,1.4
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 1500,1GCUKDED2TZ277571,2026,7,new,24.23
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 2500 HD,1GC3KLE79TF201864,2026,107,new,11.57
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 2500 HD,1GC3KLE74TF225490,2026,45,new,9.5
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Traverse,1GNEVJKSXTJ319505,2026,7,new,0.23
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 3500 HD,1GC3KSE79TF258026,2026,6,new,6.95
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 1500,3GCUKFED0TG206011,2026,141,new,28.7
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 2500 HD,1GC5KME72TF268689,2026,-10,new,7.67
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 1500,1GCUKGED9TZ169448,2026,209,new,29
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Traverse,1GNEVKKS0TJ167109,2026,6,new,0.2
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 3500 HD Chassis Cab,1GB3KSEY6TF133661,2026,185,new,15.5
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 3500 HD,1GC3KSEY4TF256984,2026,7,new,6.98
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Tahoe,1GNS6RK86TR287012,2026,17,new,0.57
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Silverado 3500 HD,1GC4KTEY3TF223761,2026,27,new,7.65
"BENSON'S CHEVROLET, INC.",LUDLOW,VT,115044,Suburban,1GNS6GKL2TR218844,2026,115,new,21.83
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trax,KL77LFEP2TC115276,2026,21,new,5.58
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trax,KL77LGEP1TC116733,2026,22,new,5.61
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trax,KL77LHEP3TC116951,2026,17,new,5.44
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trailblazer,KL79MMSPXTB151706,2026,17,new,0.57
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trax,KL77LHEP2TC093145,2026,52,new,6.61
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Equinox EV,3GN7DMRP2TS106285,2026,27,new,21.15
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trax,KL77LHEP8TC138654,2026,9,new,5.17
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trailblazer,KL79MPSL1TB148854,2026,21,new,0.7
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trailblazer,KL79MPSL6TB159977,2026,17,new,0.57
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trailblazer,KL79MPSL3TB163517,2026,24,new,0.8
SEACOAST CHEVROLET,Ocean Township,NJ,111193,Trax,KL77LKEP7TC140148,2026,7,new,5.11
